Település,Településtípus,2022-es helyezés a rangsorban,2022-es Indexpontszám,rangsor2014,index2014,Rangsor helyezés változása 2014-hez képest,Indexpontszám változása 2014-hez képest
Szalafő,Kistelepülés,1209,"9,5",643,"9,1",-566,"-0,4"
Karakó,Kistelepülés,2006,"8,4",2272,"6,9",266,"-1,5"
Szakácsi,Kistelepülés,2871,"5,6",2873,"4,8",2,"-0,8"
Visnye,Kistelepülés,2665,"7,1",2745,"5,9",80,"-1,2"
Gagybátor,Kistelepülés,2818,"6,3",2733,"5,9",-85,"-0,4"
Teleki,Kistelepülés,2389,"7,8",2592,"6,4",203,"-1,4"
Terpes,Kistelepülés,2768,"6,6",2618,"6,4",-150,"-0,2"
Vigántpetend,Kistelepülés,1493,"9,1",1648,"7,6",155,"-1,5"
Ecseny,Kistelepülés,2340,"7,9",2543,"6,5",203,"-1,4"
Köblény,Kistelepülés,1760,"8,7",1860,"7,4",100,"-1,3"
Öcs,Kistelepülés,1896,"8,5",2485,"6,6",589,"-1,9"
Petőmihályfa,Kistelepülés,1795,"8,6",1864,"7,4",69,"-1,2"
Szarvaskend,Kistelepülés,2345,"7,9",1850,"7,4",-495,"-0,5"
Szegerdő,Kistelepülés,2553,"7,4",2680,"6,2",127,"-1,2"
Tékes,Kistelepülés,2793,"6,4",2782,"5,7",-11,"-0,7"
Ipacsfa,Kistelepülés,2521,"7,5",2657,"6,3",136,"-1,2"
Kisrozvágy,Kistelepülés,2657,"7,1",2506,"6,6",-151,"-0,5"
Nóráp,Kistelepülés,1802,"8,6",1485,"7,8",-317,"-0,8"
Lickóvadamos,Kistelepülés,2655,"7,1",2663,"6,2",8,"-0,9"
Lúzsok,Kistelepülés,2855,"5,8",2774,"5,8",-81,0
Rigács,Kistelepülés,2805,"6,3",2702,"6,1",-103,"-0,2"
Szilvágy,Kistelepülés,2393,"7,8",2310,"6,9",-83,"-0,9"
Torvaj,Kistelepülés,2101,"8,2",2381,"6,8",280,"-1,4"
Pat,Kistelepülés,1911,"8,5",1857,"7,4",-54,"-1,1"
Kistapolca,Kistelepülés,2349,"7,9",1781,"7,5",-568,"-0,4"
Kőszegpaty,Kistelepülés,1586,"8,9",2136,"7,1",550,"-1,8"
Pusztaberki,Kistelepülés,2117,"8,2",1202,"8,2",-915,0
Újlőrincfalva,Kistelepülés,1790,"8,6",1272,"8,1",-518,"-0,5"
Bózsva,Kistelepülés,1340,"9,3",434,"9,6",-906,"0,3"
Cún,Kistelepülés,2814,"6,3",2822,"5,5",8,"-0,8"
Ivándárda,Kistelepülés,1699,"8,8",2280,"6,9",581,"-1,9"
Szécsénke,Kistelepülés,1125,"9,7",1225,"8,2",100,"-1,5"
Kemenesszentmárton,Kistelepülés,2087,"8,3",1195,"8,2",-892,"-0,1"
Kisberény,Kistelepülés,2275,8,2459,"6,7",184,"-1,3"
Komjáti,Kistelepülés,1885,"8,5",1788,"7,5",-97,-1
Nemeskér,Kistelepülés,1026,"9,9",2246,7,1220,"-2,9"
Pusztaradvány,Kistelepülés,2863,"5,7",2861,"5,1",-2,"-0,6"
Tilaj,Kistelepülés,2622,"7,2",2710,"6,1",88,"-1,1"
Bodolyabér,Kistelepülés,1923,"8,5",2493,"6,6",570,"-1,9"
Basal,Kistelepülés,2697,7,2668,"6,2",-29,"-0,8"
Drávacsepely,Kistelepülés,2787,"6,5",2835,"5,4",48,"-1,1"
Kákics,Kistelepülés,2703,"6,9",2518,"6,6",-185,"-0,3"
Potony,Kistelepülés,2121,"8,2",2539,"6,5",418,"-1,7"
Szinpetri,Kistelepülés,2646,"7,2",2731,"5,9",85,"-1,3"
Csapi,Kistelepülés,1650,"8,8",783,"8,8",-867,0
Harasztifalu,Kistelepülés,1654,"8,8",874,"8,7",-780,"-0,1"
Kiscsécs,Kistelepülés,2880,"5,3",2880,"4,4",0,"-0,9"
Kisgyalán,Kistelepülés,2243,8,2271,"6,9",28,"-1,1"
Németfalu,Kistelepülés,2246,8,2342,"6,9",96,"-1,1"
Feked,Kistelepülés,1339,"9,3",1520,"7,8",181,"-1,5"
Zalamerenye,Kistelepülés,2133,"8,2",2127,"7,1",-6,"-1,1"
Bánfa,Kistelepülés,2728,"6,8",2691,"6,1",-37,"-0,7"
Kerkaszentkirály,Kistelepülés,1006,"9,9",1364,8,358,"-1,9"
Kiskutas,Kistelepülés,1466,"9,1",1143,"8,3",-323,"-0,8"
Szécsisziget,Kistelepülés,1308,"9,3",1586,"7,7",278,"-1,6"
Szentbékkálla,Kistelepülés,784,"10,4",1012,"8,5",228,"-1,9"
Várfölde,Kistelepülés,2439,"7,7",2507,"6,6",68,"-1,1"
Alsóregmec,Kistelepülés,1990,"8,4",2072,"7,2",82,"-1,2"
Magyartelek,Kistelepülés,2725,"6,8",2624,"6,4",-101,"-0,4"
Miklósi,Kistelepülés,1057,"9,8",2421,"6,7",1364,"-3,1"
Bezedek,Kistelepülés,972,10,1253,"8,1",281,"-1,9"
Zalkod,Kistelepülés,2139,"8,2",1901,"7,4",-238,"-0,8"
Balatonrendes,Kistelepülés,970,10,497,"9,5",-473,"-0,5"
Liptód,Kistelepülés,2320,"7,9",2520,"6,6",200,"-1,3"
Porrog,Kistelepülés,861,"10,2",2399,"6,8",1538,"-3,4"
Csonkamindszent,Kistelepülés,2490,"7,6",2425,"6,7",-65,"-0,9"
Vásárosbéc,Kistelepülés,1880,"8,5",2489,"6,6",609,"-1,9"
Kisasszonyfa,Kistelepülés,2804,"6,3",2716,"6,1",-88,"-0,2"
Márfa,Kistelepülés,2565,"7,4",2383,"6,8",-182,"-0,6"
Rádfalva,Kistelepülés,2585,"7,3",2427,"6,7",-158,"-0,6"
Fazekasboda,Kistelepülés,2206,"8,1",2197,7,-9,"-1,1"
Ozmánbük,Kistelepülés,1732,"8,7",2122,"7,1",390,"-1,6"
Kacorlak,Kistelepülés,2342,"7,9",1867,"7,4",-475,"-0,5"
Kishajmás,Kistelepülés,2492,"7,6",2329,"6,9",-163,"-0,7"
Pusztafalu,Kistelepülés,1191,"9,5",2690,"6,1",1499,"-3,4"
Rinyabesenyő,Kistelepülés,2813,"6,3",2871,"4,9",58,"-1,4"
Keszőhidegkút,Kistelepülés,2310,"7,9",2060,"7,2",-250,"-0,7"
Sajómercse,Kistelepülés,2447,"7,7",2559,"6,5",112,"-1,2"
Bakonykoppány,Kistelepülés,1979,"8,4",2312,"6,9",333,"-1,5"
Baranyahídvég,Kistelepülés,2446,"7,7",2179,"7,1",-267,"-0,6"
Sámod,Kistelepülés,1596,"8,9",1800,"7,5",204,"-1,4"
Tárnokréti,Kistelepülés,1566,9,1936,"7,3",370,"-1,7"
Monyoród,Kistelepülés,1548,9,2553,"6,5",1005,"-2,5"
Rinyakovácsi,Kistelepülés,2853,"5,9",2804,"5,6",-49,"-0,3"
Hosszúvölgy,Kistelepülés,2228,8,2659,"6,2",431,"-1,8"
Kercaszomor,Kistelepülés,837,"10,2",919,"8,6",82,"-1,6"
Kisgörbő,Kistelepülés,2415,"7,7",2606,"6,4",191,"-1,3"
Kisherend,Kistelepülés,2577,"7,4",2655,"6,3",78,"-1,1"
Ibafa,Kistelepülés,2083,"8,3",2344,"6,8",261,"-1,5"
Pinkamindszent,Kistelepülés,2218,"8,1",2283,"6,9",65,"-1,2"
Maráza,Kistelepülés,2131,"8,2",2287,"6,9",156,"-1,3"
Kórós,Kistelepülés,2522,"7,5",2882,"4,4",360,"-3,1"
Rábcakapi,Kistelepülés,2274,8,2275,"6,9",1,"-1,1"
Felsőjánosfa,Kistelepülés,1031,"9,8",1321,"8,1",290,"-1,7"
Kiscsehi,Kistelepülés,1796,"8,6",2238,7,442,"-1,6"
Kisrécse,Kistelepülés,1641,"8,8",1289,"8,1",-352,"-0,7"
Somogyaracs,Kistelepülés,2819,"6,3",2862,"5,1",43,"-1,2"
Kerkateskánd,Kistelepülés,1328,"9,3",2071,"7,2",743,"-2,1"
Molvány,Kistelepülés,2534,"7,5",2544,"6,5",10,-1
Nagykölked,Kistelepülés,2332,"7,9",2097,"7,2",-235,"-0,7"
Pula,Kistelepülés,1299,"9,4",565,"9,3",-734,"-0,1"
Tivadar,Kistelepülés,899,"10,1",683,9,-216,"-1,1"
Trizs,Kistelepülés,2508,"7,5",2486,"6,6",-22,"-0,9"
Drávaiványi,Kistelepülés,2827,"6,1",2814,"5,5",-13,"-0,6"
Kékesd,Kistelepülés,2178,"8,1",2405,"6,8",227,"-1,3"
Komlósd,Kistelepülés,2516,"7,5",1998,"7,3",-518,"-0,2"
Kozárd,Kistelepülés,411,"11,7",1038,"8,4",627,"-3,3"
Örvényes,Kistelepülés,340,"12,1",409,"9,7",69,"-2,4"
Szilvásszentmárton,Kistelepülés,1551,9,2564,"6,5",1013,"-2,5"
Csurgónagymarton,Kistelepülés,2251,8,2398,"6,8",147,"-1,2"
Szalapa,Kistelepülés,2636,"7,2",2135,"7,1",-501,"-0,1"
Tornaszentandrás,Kistelepülés,1878,"8,5",2305,"6,9",427,"-1,6"
Bakháza,Kistelepülés,2834,"6,1",2779,"5,7",-55,"-0,4"
Edde,Kistelepülés,2785,"6,5",2824,"5,5",39,-1
Somogyegres,Kistelepülés,2162,"8,2",2402,"6,8",240,"-1,4"
Kistolmács,Kistelepülés,2546,"7,4",2554,"6,5",8,"-0,9"
Lapáncsa,Kistelepülés,2504,"7,6",2561,"6,5",57,"-1,1"
Nagygörbő,Kistelepülés,627,"10,9",2499,"6,6",1872,"-4,3"
Nemesládony,Kistelepülés,2604,"7,3",2540,"6,5",-64,"-0,8"
Pusztacsó,Kistelepülés,2408,"7,7",2221,7,-187,"-0,7"
Pereked,Kistelepülés,2872,"5,6",2819,"5,5",-53,"-0,1"
Porpác,Kistelepülés,2748,"6,7",2798,"5,6",50,"-1,1"
Kissziget,Kistelepülés,2749,"6,7",2821,"5,5",72,"-1,2"
Nagybudmér,Kistelepülés,2732,"6,8",2764,"5,8",32,-1
Hunyadfalva,Kistelepülés,2204,"8,1",2019,"7,2",-185,"-0,9"
Magyardombegyház,Kistelepülés,2153,"8,2",2153,"7,1",0,"-1,1"
Szentimrefalva,Kistelepülés,2822,"6,2",2840,"5,3",18,"-0,9"
Dobronhegy,Kistelepülés,2266,8,2069,"7,2",-197,"-0,8"
Grábóc,Kistelepülés,2150,"8,2",2562,"6,5",412,"-1,7"
Regenye,Kistelepülés,2595,"7,3",2728,6,133,"-1,3"
Adorjás,Kistelepülés,2717,"6,9",2588,"6,4",-129,"-0,5"
Kisnyárád,Kistelepülés,1929,"8,5",2307,"6,9",378,"-1,6"
Horpács,Kistelepülés,1231,"9,5",1712,"7,6",481,"-1,9"
Kisrákos,Kistelepülés,2145,"8,2",1993,"7,3",-152,"-0,9"
Pusztaederics,Kistelepülés,679,"10,7",824,"8,8",145,"-1,9"
Drávaszerdahely,Kistelepülés,1668,"8,8",1784,"7,5",116,"-1,3"
Hegyháthodász,Kistelepülés,1647,"8,8",1873,"7,4",226,"-1,4"
Tésenfa,Kistelepülés,2791,"6,4",2746,"5,9",-45,"-0,5"
Várkesző,Kistelepülés,2529,"7,5",2568,"6,5",39,-1
Visz,Kistelepülés,1983,"8,4",2461,"6,7",478,"-1,7"
Ág,Kistelepülés,2844,6,2851,"5,2",7,"-0,8"
Bakonygyirót,Kistelepülés,1657,"8,8",2202,7,545,"-1,8"
Hegyesd,Kistelepülés,2013,"8,4",2320,"6,9",307,"-1,5"
Újsolt,Kistelepülés,1666,"8,8",2685,"6,2",1019,"-2,6"
Bakonykúti,Kistelepülés,1784,"8,6",1037,"8,4",-747,"-0,2"
Meszes,Kistelepülés,2040,"8,3",2112,"7,1",72,"-1,2"
Áta,Kistelepülés,2211,"8,1",2049,"7,2",-162,"-0,9"
Somogyacsa,Kistelepülés,2613,"7,3",2686,"6,2",73,"-1,1"
Baskó,Kistelepülés,2035,"8,3",2635,"6,3",600,-2
Iliny,Kistelepülés,2098,"8,2",1811,"7,5",-287,"-0,7"
Pálfiszeg,Kistelepülés,2265,8,2646,"6,3",381,"-1,7"
Pettend,Kistelepülés,2882,"5,3",2877,"4,7",-5,"-0,6"
Bezeréd,Kistelepülés,2401,"7,7",2580,"6,4",179,"-1,3"
Drávagárdony,Kistelepülés,2629,"7,2",2748,"5,9",119,"-1,3"
Gyanógeregye,Kistelepülés,2039,"8,3",2034,"7,2",-5,"-1,1"
Péterhida,Kistelepülés,2630,"7,2",2793,"5,6",163,"-1,6"
Drávacsehi,Kistelepülés,2603,"7,3",2718,"6,1",115,"-1,2"
Kisasszond,Kistelepülés,2675,"7,1",2647,"6,3",-28,"-0,8"
Kupa,Kistelepülés,2774,"6,5",2700,"6,1",-74,"-0,4"
Sósvertike,Kistelepülés,2680,7,2334,"6,9",-346,"-0,1"
Nagyvejke,Kistelepülés,2467,"7,6",2605,"6,4",138,"-1,2"
Büttös,Kistelepülés,2427,"7,7",2704,"6,1",277,"-1,6"
Gyöngyfa,Kistelepülés,2868,"5,6",2852,"5,2",-16,"-0,4"
Tikos,Kistelepülés,2803,"6,4",2788,"5,6",-15,"-0,8"
Abod,Kistelepülés,2341,"7,9",2372,"6,8",31,"-1,1"
Nagytilaj,Kistelepülés,2432,"7,7",2696,"6,1",264,"-1,6"
Pócsa,Kistelepülés,2460,"7,7",2386,"6,8",-74,"-0,9"
Rápolt,Kistelepülés,2627,"7,2",2631,"6,3",4,"-0,9"
Vejti,Kistelepülés,1705,"8,7",2550,"6,5",845,"-2,2"
Ebergőc,Kistelepülés,1316,"9,3",1609,"7,7",293,"-1,6"
Kánó,Kistelepülés,2262,8,1799,"7,5",-463,"-0,5"
Lápafő,Kistelepülés,2640,"7,2",2346,"6,8",-294,"-0,4"
Bihardancsháza,Kistelepülés,2724,"6,9",2463,"6,7",-261,"-0,2"
Vásárosfalu,Kistelepülés,1302,"9,4",1271,"8,1",-31,"-1,3"
Darnó,Kistelepülés,2730,"6,8",2792,"5,6",62,"-1,2"
Mesterháza,Kistelepülés,2128,"8,2",2230,7,102,"-1,2"
Rábaszentmiklós,Kistelepülés,2045,"8,3",1216,"8,2",-829,"-0,1"
Apácatorna,Kistelepülés,2777,"6,5",2784,"5,7",7,"-0,8"
Hegyhátsál,Kistelepülés,1688,"8,8",1511,"7,8",-177,-1
Katádfa,Kistelepülés,2731,"6,8",2699,"6,1",-32,"-0,7"
Zalaszegvár,Kistelepülés,2796,"6,4",2781,"5,7",-15,"-0,7"
Dobri,Kistelepülés,849,"10,2",2001,"7,3",1152,"-2,9"
Hegyhátszentpéter,Kistelepülés,2115,"8,2",1871,"7,4",-244,"-0,8"
Lócs,Kistelepülés,2094,"8,3",2357,"6,8",263,"-1,5"
Ózdfalu,Kistelepülés,2837,"6,1",2812,"5,5",-25,"-0,6"
Siklósbodony,Kistelepülés,2802,"6,4",2868,5,66,"-1,4"
Kisbárkány,Kistelepülés,1577,9,1612,"7,7",35,"-1,3"
Okorág,Kistelepülés,2789,"6,4",2729,6,-60,"-0,4"
Páprád,Kistelepülés,2412,"7,7",2157,"7,1",-255,"-0,6"
Somogydöröcske,Kistelepülés,1449,"9,1",1396,8,-53,"-1,1"
Varászló,Kistelepülés,2337,"7,9",2534,"6,5",197,"-1,4"
Tótszentgyörgy,Kistelepülés,2417,"7,7",1906,"7,4",-511,"-0,3"
Garbolc,Kistelepülés,2430,"7,7",2652,"6,3",222,"-1,4"
Csarnóta,Kistelepülés,2600,"7,3",2412,"6,8",-188,"-0,5"
Nemeskisfalud,Kistelepülés,2807,"6,3",2860,"5,1",53,"-1,2"
Vékény,Kistelepülés,2705,"6,9",2521,"6,6",-184,"-0,3"
Zsebeháza,Kistelepülés,1671,"8,8",980,"8,5",-691,"-0,3"
Kalaznó,Kistelepülés,2061,"8,3",2204,7,143,"-1,3"
Kálócfa,Kistelepülés,1926,"8,5",1927,"7,3",1,"-1,2"
Várad,Kistelepülés,745,"10,5",2847,"5,3",2102,"-5,2"
Döbörhegy,Kistelepülés,1754,"8,7",1715,"7,6",-39,"-1,1"
Sérsekszőlős,Kistelepülés,1832,"8,6",2187,"7,1",355,"-1,5"
Alsótelekes,Kistelepülés,1904,"8,5",2524,"6,5",620,-2
Felsőtold,Kistelepülés,777,"10,4",1584,"7,7",807,"-2,7"
Nagycsány,Kistelepülés,2846,6,2730,6,-116,0
Kisszőlős,Kistelepülés,2767,"6,6",2769,"5,8",2,"-0,8"
Oroszi,Kistelepülés,2485,"7,6",2298,"6,9",-187,"-0,7"
Somogycsicsó,Kistelepülés,2105,"8,2",2576,"6,4",471,"-1,8"
Balatonhenye,Kistelepülés,950,10,2096,"7,2",1146,"-2,8"
Kerkakutas,Kistelepülés,2010,"8,4",1668,"7,6",-342,"-0,8"
Répceszentgyörgy,Kistelepülés,2056,"8,3",2073,"7,2",17,"-1,1"
Szőke,Kistelepülés,2850,"5,9",2817,"5,5",-33,"-0,4"
Bácsszentgyörgy,Kistelepülés,2072,"8,3",1796,"7,5",-276,"-0,8"
Döröske,Kistelepülés,2229,8,1996,"7,3",-233,"-0,7"
Velény,Kistelepülés,2849,"5,9",2856,"5,1",7,"-0,8"
Fűzvölgy,Kistelepülés,1762,"8,7",2441,"6,7",679,-2
Meződ,Kistelepülés,2292,8,2213,7,-79,-1
Hegyhátmaróc,Kistelepülés,2283,8,2142,"7,1",-141,"-0,9"
Szilvás,Kistelepülés,2552,"7,4",2333,"6,9",-219,"-0,5"
Udvar,Kistelepülés,281,"12,4",1359,8,1078,"-4,4"
Apátvarasd,Kistelepülés,2825,"6,2",2780,"5,7",-45,"-0,5"
Kányavár,Kistelepülés,2770,"6,6",2749,"5,9",-21,"-0,7"
Bükkmogyorósd,Kistelepülés,2495,"7,6",2683,"6,2",188,"-1,4"
Kerkafalva,Kistelepülés,2843,6,2846,"5,3",3,"-0,7"
Nagymizdó,Kistelepülés,2097,"8,3",2247,7,150,"-1,3"
Felsőegerszeg,Kistelepülés,2248,8,2267,7,19,-1
Nagyhódos,Kistelepülés,1494,"9,1",842,"8,7",-652,"-0,4"
Maglóca,Kistelepülés,2361,"7,8",1991,"7,3",-370,"-0,5"
Nemesnép,Kistelepülés,1739,"8,7",2391,"6,8",652,"-1,9"
Barlahida,Kistelepülés,1355,"9,3",1414,"7,9",59,"-1,4"
Bosta,Kistelepülés,2832,"6,1",2832,"5,4",0,"-0,7"
Kisfüzes,Kistelepülés,1940,"8,5",2208,7,268,"-1,5"
Ólmod,Kistelepülés,1399,"9,2",1552,"7,7",153,"-1,5"
Vindornyafok,Kistelepülés,2012,"8,4",1986,"7,3",-26,"-1,1"
Baranyaszentgyörgy,Kistelepülés,2173,"8,1",2622,"6,4",449,"-1,7"
Kistamási,Kistelepülés,2838,"6,1",2831,"5,4",-7,"-0,7"
Szentjakabfa,Kistelepülés,1396,"9,2",1312,"8,1",-84,"-1,1"
Vid,Kistelepülés,2809,"6,3",2829,"5,4",20,"-0,9"
Nemesborzova,Kistelepülés,2835,"6,1",2830,"5,4",-5,"-0,7"
Vekerd,Kistelepülés,2794,"6,4",2763,"5,8",-31,"-0,6"
Zalasárszeg,Kistelepülés,2610,"7,3",2681,"6,2",71,"-1,1"
Drávakeresztúr,Kistelepülés,2614,"7,3",2440,"6,7",-174,"-0,6"
Háromhuta,Kistelepülés,963,10,1129,"8,3",166,"-1,7"
Tagyon,Kistelepülés,1962,"8,4",1197,"8,2",-765,"-0,2"
Várong,Kistelepülés,2187,"8,1",2300,"6,9",113,"-1,2"
Füzérkajata,Kistelepülés,2399,"7,8",2473,"6,6",74,"-1,2"
Németbánya,Kistelepülés,1858,"8,6",1293,"8,1",-565,"-0,5"
Vázsnok,Kistelepülés,2517,"7,5",2542,"6,5",25,-1
Hernádbűd,Kistelepülés,2362,"7,8",2497,"6,6",135,"-1,2"
Kiscsősz,Kistelepülés,1251,"9,4",1475,"7,9",224,"-1,5"
Padár,Kistelepülés,2639,"7,2",2660,"6,2",21,-1
Cserhátszentiván,Kistelepülés,337,"12,1",1419,"7,9",1082,"-4,2"
Kallósd,Kistelepülés,2715,"6,9",2516,"6,6",-199,"-0,3"
Fiad,Kistelepülés,2606,"7,3",2661,"6,2",55,"-1,1"
Mérges,Kistelepülés,1714,"8,7",1159,"8,3",-555,"-0,4"
Szőlősardó,Kistelepülés,1497,"9,1",2006,"7,2",509,"-1,9"
Edve,Kistelepülés,2569,"7,4",2513,"6,6",-56,"-0,8"
Győröcske,Kistelepülés,2575,"7,4",2403,"6,8",-172,"-0,6"
Hegymeg,Kistelepülés,2215,"8,1",1530,"7,8",-685,"-0,3"
Szágy,Kistelepülés,2795,"6,4",2799,"5,6",4,"-0,8"
Szellő,Kistelepülés,2558,"7,4",2684,"6,2",126,"-1,2"
Szentpéterfölde,Kistelepülés,1455,"9,1",2284,"6,9",829,"-2,2"
Szentborbás,Kistelepülés,2234,8,2587,"6,4",353,"-1,6"
Vállus,Kistelepülés,1725,"8,7",1837,"7,4",112,"-1,3"
Kisdér,Kistelepülés,2786,"6,5",2848,"5,2",62,"-1,3"
Sárok,Kistelepülés,2410,"7,7",2479,"6,6",69,"-1,1"
Vöröstó,Kistelepülés,1011,"9,9",1707,"7,6",696,"-2,3"
Kemeneskápolna,Kistelepülés,2533,"7,5",2458,"6,7",-75,"-0,8"
Monoszló,Kistelepülés,471,"11,5",353,"9,9",-118,"-1,6"
Zalaújlak,Kistelepülés,2744,"6,7",2760,"5,8",16,"-0,9"
Ormándlak,Kistelepülés,2455,"7,7",2560,"6,5",105,"-1,2"
Szorosad,Kistelepülés,1703,"8,7",1978,"7,3",275,"-1,4"
Tarrós,Kistelepülés,2641,"7,2",2703,"6,1",62,"-1,1"
Ispánk,Kistelepülés,623,"10,9",950,"8,6",327,"-2,3"
Ivánbattyán,Kistelepülés,1918,"8,5",1389,8,-529,"-0,5"
Tófű,Kistelepülés,2544,"7,4",2563,"6,5",19,"-0,9"
Vöckönd,Kistelepülés,2463,"7,6",2326,"6,9",-137,"-0,7"
Zsennye,Kistelepülés,1373,"9,2",952,"8,6",-421,"-0,6"
Keléd,Kistelepülés,2329,"7,9",2487,"6,6",158,"-1,3"
Szuhafő,Kistelepülés,630,"10,9",1408,"7,9",778,-3
Vindornyalak,Kistelepülés,1847,"8,6",2028,"7,2",181,"-1,4"
Babarcszőlős,Kistelepülés,2548,"7,4",2558,"6,5",10,"-0,9"
Szászfa,Kistelepülés,2712,"6,9",2607,"6,4",-105,"-0,5"
Drávapiski,Kistelepülés,2821,"6,2",2797,"5,6",-24,"-0,6"
Fenyőfő,Kistelepülés,2102,"8,2",2570,"6,5",468,"-1,7"
Daraboshegy,Kistelepülés,2784,"6,5",2586,"6,4",-198,"-0,1"
Kisjakabfalva,Kistelepülés,1897,"8,5",1900,"7,4",3,"-1,1"
Pányok,Kistelepülés,2484,"7,6",2231,7,-253,"-0,6"
Besence,Kistelepülés,2676,"7,1",2478,"6,6",-198,"-0,5"
Döbröce,Kistelepülés,2082,"8,3",2042,"7,2",-40,"-1,1"
Kisbudmér,Kistelepülés,2679,"7,1",2581,"6,4",-98,"-0,7"
Óbánya,Kistelepülés,618,"10,9",397,"9,7",-221,"-1,2"
Pécsbagota,Kistelepülés,2824,"6,2",2665,"6,2",-159,0
Szentkatalin,Kistelepülés,2755,"6,6",2163,"7,1",-592,"0,5"
Varga,Kistelepülés,2828,"6,1",2841,"5,3",13,"-0,8"
Barnag,Kistelepülés,1051,"9,8",662,"9,1",-389,"-0,7"
Kisberzseny,Kistelepülés,2373,"7,8",1762,"7,5",-611,"-0,3"
Komlódtótfalu,Kistelepülés,1424,"9,2",2029,"7,2",605,-2
Pécsdevecser,Kistelepülés,2563,"7,4",2551,"6,5",-12,"-0,9"
Kétvölgy,Kistelepülés,921,10,2038,"7,2",1117,"-2,8"
Somogybükkösd,Kistelepülés,2431,"7,7",2525,"6,5",94,"-1,2"
Zalaigrice,Kistelepülés,2672,"7,1",2632,"6,3",-40,"-0,8"
Alsógagy,Kistelepülés,2333,"7,9",2454,"6,7",121,"-1,2"
Debercsény,Kistelepülés,2306,"7,9",2141,"7,1",-165,"-0,8"
Filkeháza,Kistelepülés,935,10,1181,"8,2",246,"-1,8"
Orbányosfa,Kistelepülés,2759,"6,6",2828,"5,4",69,"-1,2"
Hetyefő,Kistelepülés,2277,8,2596,"6,4",319,"-1,6"
Potyond,Kistelepülés,1768,"8,7",1664,"7,6",-104,"-1,1"
Tésa,Kistelepülés,2339,"7,9",2552,"6,5",213,"-1,4"
Vadosfa,Kistelepülés,2488,"7,6",2111,"7,1",-377,"-0,5"
Dinnyeberki,Kistelepülés,2032,"8,3",2086,"7,2",54,"-1,1"
Gétye,Kistelepülés,2535,"7,5",2706,"6,1",171,"-1,4"
Ortaháza,Kistelepülés,1827,"8,6",2566,"6,5",739,"-2,1"
Sárfimizdó,Kistelepülés,2237,8,2303,"6,9",66,"-1,1"
Újszalonta,Kistelepülés,2848,6,2758,"5,8",-90,"-0,2"
Vágáshuta,Kistelepülés,1538,9,1801,"7,5",263,"-1,5"
Belsősárd,Kistelepülés,994,"9,9",902,"8,6",-92,"-1,3"
Bokor,Kistelepülés,692,"10,6",1774,"7,5",1082,"-3,1"
Főnyed,Kistelepülés,2719,"6,9",2736,"5,9",17,-1
Keménfa,Kistelepülés,2422,"7,7",2373,"6,8",-49,"-0,9"
Okorvölgy,Kistelepülés,2583,"7,3",2393,"6,8",-190,"-0,5"
Szentmargitfalva,Kistelepülés,2820,"6,2",2727,6,-93,"-0,2"
Kiszsidány,Kistelepülés,1264,"9,4",2355,"6,8",1091,"-2,6"
Almáskeresztúr,Kistelepülés,2436,"7,7",1430,"7,9",-1006,"0,2"
Palé,Kistelepülés,2799,"6,4",2801,"5,6",2,"-0,8"
Galvács,Kistelepülés,1857,"8,6",2694,"6,1",837,"-2,5"
Imola,Kistelepülés,2326,"7,9",1650,"7,6",-676,"-0,3"
Magyarlukafa,Kistelepülés,2390,"7,8",2288,"6,9",-102,"-0,9"
Kaszó,Kistelepülés,1131,"9,7",983,"8,5",-148,"-1,2"
Kutasó,Kistelepülés,1395,"9,2",770,"8,9",-625,"-0,3"
Csöde,Kistelepülés,1834,"8,6",1533,"7,8",-301,"-0,8"
Gadács,Kistelepülés,2845,6,2820,"5,5",-25,"-0,5"
Gyalóka,Kistelepülés,1821,"8,6",1624,"7,7",-197,"-0,9"
Halastó,Kistelepülés,1625,"8,9",1215,"8,2",-410,"-0,7"
Abaújlak,Kistelepülés,2413,"7,7",2532,"6,5",119,"-1,2"
Erdősmárok,Kistelepülés,2726,"6,8",2753,"5,9",27,"-0,9"
Szörény,Kistelepülés,2617,"7,3",2565,"6,5",-52,"-0,8"
Gyűrűs,Kistelepülés,2693,7,2772,"5,8",79,"-1,2"
Kaposgyarmat,Kistelepülés,2733,"6,8",2747,"5,9",14,"-0,9"
Bodorfa,Kistelepülés,2664,"7,1",2495,"6,6",-169,"-0,5"
Bódvarákó,Kistelepülés,2720,"6,9",2698,"6,1",-22,"-0,8"
Hernyék,Kistelepülés,2699,"6,9",2791,"5,6",92,"-1,3"
Nagyhuta,Kistelepülés,1215,"9,5",972,"8,5",-243,-1
Almásháza,Kistelepülés,2471,"7,6",2597,"6,4",126,"-1,2"
Kerkáskápolna,Kistelepülés,1970,"8,4",1384,8,-586,"-0,4"
Mogyoróska,Kistelepülés,1230,"9,5",1812,"7,5",582,-2
Csebény,Kistelepülés,2823,"6,2",2859,"5,1",36,"-1,1"
Rábasebes,Kistelepülés,1661,"8,8",1067,"8,4",-594,"-0,4"
Somlóvecse,Kistelepülés,2376,"7,8",2250,7,-126,"-0,8"
Somogysimonyi,Kistelepülés,2771,"6,5",1853,"7,4",-918,"0,9"
Szentkozmadombja,Kistelepülés,2047,"8,3",2514,"6,6",467,"-1,7"
